brandDomain,instagramHandle,followers,followers_growth30d,postCount,publishTime_latest,maxCountry,maxCountryPercent,avgAge,genderManPercent,genderWomanPercent,demographicUpdatedAt,product type
samsung.com,jedcal,107314,-0.0005047364104,2,1773850609000,PHL,0.4312,30.3244,0.6363,0.3637,2026-01-11,Smartphone
samsung.com,miss.rover,130957,0.008769115018,1,1773845120000,USA,0.55,30.605,0.45,0.55,2026-01-11,Smartphone
hm.com,maya_nilsen,94680,-0.001265876197,1,1773844659000,USA,0.6247,29.9516,0.2169,0.7831,2026-01-11,Retails
hm.com,juliaadang,183099,-0.001129744067,1,1773844659000,USA,0.6376,34.268,0.2775,0.7225,2026-01-11,Retails
gucci.com,rubylyn_,762223,0.007557111246,1,1773844628000,USA,0.7679,31.58315,0.1857,0.8143,2026-01-11,Retails
lancome.com,goozdeyle,497541,-0.00479103499,1,1773834265000,TUR,0.8344,29.5791,0.18,0.82,2026-01-11,Skincare
lancome.com,yuu_pl,275965,-0.0006817957902,1,1773828257000,JPN,0.8369,26.99305,0.1656,0.8344,2026-01-11,Skincare
lancome.com,siniciliya,193059,,1,1773827030000,RUS,0.3886,29.8281,0.2691,0.7309,2026-01-11,Skincare
maybelline.com,ameliacharlotteobrien,63556,-0.001747896571,1,1773823741000,,,,,,,Cosmetics
lancome.com,lifewithjhyll,174447,0.01246516615,1,1773822958000,,,,,,,Skincare
temu.com,magdy_elcomando,303700,0.0125898561,1,1773771178000,,,,,,,E-commerce
temu.com,mehvi_brands_bloger,179315,-0.01656831344,1,1773769183000,,,,,,,E-commerce
lancome.com,jenafrumes,5001863,-0.0009271369916,1,1773766817000,USA,0.8012,32.84235,0.2856,0.7144,2026-01-11,Skincare
lancome.com,emmaasartini,182752,-0.005079347796,1,1773763544000,,,,,,,Skincare
temu.com,alindelastrehaiaa,10731,0.00190040542,3,1773760853000,USA,0.2895,,,,2026-01-11,E-commerce
temu.com,elisamelloo,117845,0.01676175003,1,1773755476000,,,,,,,E-commerce
temu.com,thecoke25,674121,0.04420047276,2,1773755222000,USA,0.4053,30.39365,0.536,0.464,2026-01-11,E-commerce
hm.com,misakisaito__,2023,0.02882523568,1,1773752162000,,,,,,,Retails
temu.com,salmaasif1985,92497,-0.005291087055,4,1773707129000,,,,,,,E-commerce
temu.com,jin_nofilter,34066,0.06783273776,2,1773687717000,ESP,0.2409,,,,2026-01-11,E-commerce
temu.com,wondercatx,17949,-0.00226353954,2,1773669419000,,,32.05705,0.4601,0.5399,2026-01-11,E-commerce
temu.com,alinecappelli,99984,-0.02453528747,3,1773603260000,,,,,,,E-commerce
temu.com,mandacreative,3455,0.008147909709,9,1773595714000,,,,,,,E-commerce
hm.com,hannamw,140949,0.002831712332,1,1773577430000,,,30.41845,0.4883,0.5117,2026-01-11,Retails
temu.com,martawalczakartist,33562,0.001398752686,2,1773519693000,,,,,,,E-commerce
temu.com,btypep,348838,0.1312906594,2,1773505688000,USA,0.8297,36.65055,0.0688,0.9312,2026-01-11,E-commerce
maybelline.com,mink__88,24605,-0.002001737456,1,1773478953000,JPN,0.8024,31.9054,0.143,0.857,2026-01-11,Cosmetics
temu.com,sheirod_,127265,-0.003190791119,2,1773425503000,MEX,0.3323,28.8568,0.2675,0.7325,2026-01-11,E-commerce
lancome.com,candicebrathwaite,329861,0.001057317267,1,1773417822000,USA,0.6028,30.7538,0.274,0.726,2026-01-11,Skincare
temu.com,jessica_marquesz_,257357,0.002178351184,1,1773399600000,,,,,,,E-commerce
lancome.com,elodie_ouedraogo,171286,-0.00004086565125,2,1773398277000,,,33.51675,0.3111,0.6889,2026-01-11,Skincare
lancome.com,luciebechynkova,85464,0.002979438106,1,1773389183000,USA,0.2247,30.60225,0.3103,0.6897,2026-01-11,Skincare
dior.com,lenamahfouf,5010082,0.0007282625804,1,1773344946000,FRA,0.8689,26.63325,0.2295,0.7705,2026-01-11,Retails
samsung.com,gorptexx,404072,0.002637658216,1,1773344152000,USA,0.79,33.692,0.5172,0.4828,2026-01-11,Smartphone
samsung.com,theremoteconcept,169342,0.01701526838,1,1773339111000,USA,0.6721,,,,2026-01-11,Smartphone
lancome.com,fatimalopesoficial,827370,-0.0005874630983,1,1773337810000,BRA,0.8385,30.668,0.2977,0.7023,2026-01-11,Skincare
lancome.com,stylistmagazine,542840,0.004007825198,1,1773331297000,GBR,0.5339,29.9007,0.2937,0.7063,2026-01-11,Skincare
hm.com,itstaifaa,67037,0.01012122857,1,1773330022000,USA,0.5473,,,,2026-01-11,Retails
lancome.com,margaux.marissen,13713,0.02773354423,1,1773320891000,,,,,,,Skincare
samsung.com,helloangelia,204617,0.01089685118,1,1773264922000,USA,0.21,39.595,0.25,0.75,2026-01-11,Smartphone
samsung.com,cogey,1311291,-0.00368442382,2,1773261841000,USA,0.47,30.76,0.28,0.72,2026-01-11,Smartphone
clinique.com,paigeejenna,122185,0.008268486504,1,1773256055000,USA,0.8163,,,,2026-01-11,Skincare
temu.com,malaki_benshi,1047024,0.004575223582,3,1773247155000,,,,,,,E-commerce
samsung.com,amirzakeri,214267,0.007376656104,1,1773244806000,USA,0.16,31.77,0.67,0.33,2026-01-11,Smartphone
samsung.com,tyron.shi,156220,0.003214989824,1,1773243883000,USA,0.6212,29.41105,0.4953,0.5047,2026-01-11,Smartphone
samsung.com,prettylittlefawn,701533,0.008355372851,4,1773233615000,USA,0.7859,30.9168,0.1209,0.8791,2026-01-11,Smartphone
temu.com,paolaviscarraa,195404,-0.003129742127,2,1773193650000,,,,,,,E-commerce
gucci.com,tannerareese,221766,-0.005672497714,1,1773179894000,USA,0.7203,29.7095,0.3987,0.6013,2026-01-11,Retails
samsung.com,childishharish,378437,-0.007396319173,2,1773176728000,USA,0.7507,36.61105,0.1046,0.8954,2026-01-11,Smartphone
temu.com,marie.home.deco,26131,0.0146240235,2,1773174406000,,,,,,,E-commerce
samsung.com,natyexplora,540801,,1,1773169264000,USA,0.7609,31.565,0.3789,0.6211,2026-01-11,Smartphone
samsung.com,philip_lemoine,126090,0.02317639983,1,1773168960000,USA,0.7835,33.76925,0.1804,0.8196,2026-01-11,Smartphone
lancome.com,lesterrrisa,142139,-0.009470515269,1,1773167396000,GBR,0.5339,,,,2026-01-11,Skincare
lancome.com,zorkahejdova,395604,-0.002889267016,1,1773167072000,USA,0.2626,32.03095,0.2797,0.7203,2026-01-11,Skincare
temu.com,aya_interiors_,503707,-0.002947370921,1,1773151330000,FRA,0.8704,30.5469,0.339,0.661,2026-01-11,E-commerce
hm.com,nihareekasingh,100388,0.004909753167,1,1773148834000,IND,0.7541,29.2391,0.329,0.671,2026-01-11,Retails
temu.com,fadi.hiba.96,741787,0.005975247093,1,1773147889000,IRQ,0.4811,30.35655,0.5238,0.4762,2026-01-11,E-commerce
maybelline.com,n_cosme22,7388,0.00177990236,1,1773126068000,,,,,,,Cosmetics
hm.com,janacapii,13264,0.05136334813,2,1773123219000,,,,,,,Retails
maybelline.com,claugaminobeauty,16656,0.005786462017,2,1773078136000,MEX,0.7111,29.33195,0.2266,0.7734,2026-01-11,Cosmetics
hm.com,luenagamaa,95687,0.02570920082,1,1773052698000,,,,,,,Retails
maybelline.com,dom.skii,157477,0.002827431177,1,1773039672000,USA,0.3803,31.7768,0.3179,0.6821,2026-01-11,Cosmetics
gucci.com,staskaranikolaou,10261310,0.00374566493,1,1772999706000,USA,0.8162,31.82305,0.31,0.69,2026-01-11,Retails
hm.com,nadiakandil,40755,-0.002652191176,1,1772989397000,USA,0.6261,30.8943,0.3464,0.6536,2026-01-11,Retails
temu.com,teteuzinhoff0,604323,0.002366673563,1,1772974807000,,,30.6808,0.8533,0.1467,2026-01-11,E-commerce
maybelline.com,hannahcollingwoodenglish,79640,0.004186499647,1,1772954550000,AUS,0.5062,31.62285,0.2189,0.7811,2026-01-11,Cosmetics
hm.com,abimarvel,88760,0.03220740931,2,1772876632000,USA,0.5604,30.70405,0.3213,0.6787,2026-01-11,Retails
maybelline.com,teresuch,1004454,-0.003533335846,1,1772843387000,USA,0.3987,31.04735,0.1846,0.8154,2026-01-11,Cosmetics
temu.com,meumundocacheado,92812,-0.002938755744,1,1772831133000,BRA,0.869,31.64625,0.2348,0.7652,2026-01-11,E-commerce
lancome.com,eprespanni,184632,-0.001240634388,1,1772822695000,USA,0.3045,31.05995,0.1989,0.8011,2026-01-11,Skincare
lancome.com,maybrittmobach,34894,0.00600268228,1,1772817535000,JPN,0.3081,34.96925,0.4791,0.5209,2026-01-11,Skincare
maybelline.com,alishquiche,104336,-0.001040019625,1,1772817349000,,,,,,,Cosmetics
hm.com,pumla_dineo,42139,-0.001490456492,2,1772813481000,USA,0.3953,29.08825,0.2285,0.7715,2026-01-11,Retails
nike.com,artguyrob,2668935,-0.004796085026,1,1772806784000,IND,0.5043,32.5953,0.2741,0.7259,2026-01-11,Sportswear
maybelline.com,ipeksteenbeek,10806,0.005493928159,1,1772793109000,,,,,,,Cosmetics
temu.com,sueshomefinds,110011,0.003396355647,2,1772773055000,USA,0.4797,,,,2026-01-11,E-commerce
lancome.com,melissa.hernandez,178609,0.03768978661,2,1772741961000,USA,0.61,34.35795,0.2102,0.7898,2026-01-11,Skincare
hm.com,maruko_graphy,78138,0.03936827401,1,1772705945000,KOR,0.8818,34.37855,0.2796,0.7204,2026-01-11,Retails
samsung.com,twooutsiders,453323,0.004409091335,1,1772658590000,USA,0.7858,31.888,0.1424,0.8576,2026-01-11,Smartphone
temu.com,salilas__,193760,-0.01061072994,1,1772653279000,,,,,,,E-commerce
lancome.com,hillhousevintage,615807,0.0001444292758,1,1772647770000,GBR,0.5221,31.61695,0.1303,0.8697,2026-01-11,Skincare
lancome.com,this_is_fifty,28559,0.0126787296,1,1772647396000,GBR,0.5339,,,,2026-01-11,Skincare
nike.com,shubmangill,19211373,0.01951226113,1,1772634210000,AUS,0.4253,31.993,0.2179,0.7821,2026-01-11,Sportswear
lancome.com,kimgyutae_official,768646,-0.002862079646,1,1772617571000,JPN,0.8318,33.0291,0.2266,0.7734,2026-01-11,Skincare
maybelline.com,jessicajade123,5384,,2,1772589837000,,,,,,,Cosmetics
lancome.com,konnichiwakevin,46772,0.002135837909,1,1772536751000,JPN,0.8028,34.99185,0.2265,0.7735,2026-01-11,Skincare
lancome.com,mariannu_official,50614,0.009300714155,2,1772536686000,JPN,0.7716,33.9705,0.1943,0.8057,2026-01-11,Skincare
lancome.com,nozomisasaki_official,4772172,-0.0004095849124,1,1772531424000,JPN,0.8178,30.7423,0.1822,0.8178,2026-01-11,Skincare
maybelline.com,skinproject.cf,10366,,1,1772524362000,,,,,,,Cosmetics
maybelline.com,skinprojectcf,10174,0.0110637561,1,1772524362000,,,,,,,Cosmetics
maybelline.com,jvanityxo,122014,0.01587406347,1,1772477517000,GBR,0.5339,,,,2026-01-11,Cosmetics
maybelline.com,embracingfifty,983378,-0.002759297749,1,1772475402000,USA,0.6061,31.6443,0.5038,0.4962,2026-01-11,Cosmetics
samsung.com,spencerheaphy,127795,,1,1772467473000,USA,0.7438,32.76775,0.4201,0.5799,2026-01-11,Smartphone
nike.com,rashwin99,5389815,0.001937345261,2,1772460004000,IND,0.6838,32.13635,0.1712,0.8288,2026-01-11,Sportswear
nike.com,shafalisverma17,1010038,-0.00009831403044,1,1772460004000,AUS,0.3887,32.9326,0.3667,0.6333,2026-01-11,Sportswear
temu.com,ilariagiannini_99,29823,-0.0003770739065,1,1772459301000,,,,,,,E-commerce
temu.com,__prestonwalker,66039,-0.009865511192,3,1772394217000,,,,,,,E-commerce
samsung.com,najaljudd,58790,-0.005627060614,1,1772309484000,USA,0.6819,33.31215,0.1878,0.8122,2026-01-11,Smartphone
lancome.com,koki9_official,44998,-0.0001999688937,1,1772212529000,USA,0.2108,31.69775,0.3142,0.6858,2026-01-11,Skincare
maybelline.com,makeupbyarlinda,37541,-0.00283826849,3,1772204465000,USA,0.5415,33.8163,0.184,0.816,2026-01-11,Cosmetics
nike.com,barkhasingh0308,2737347,-0.003032967825,1,1772201091000,IND,0.7836,31.6058,0.3113,0.6887,2026-01-11,Sportswear
nike.com,shreyasiyer96,15551000,0.01359291702,1,1772193962000,IND,0.8041,29.78865,0.4329,0.5671,2026-01-11,Sportswear
lancome.com,winnniy,41140,0.0000470485651,2,1772180817000,AUS,0.4678,31.34105,0.2208,0.7792,2026-01-11,Skincare
temu.com,hibakayf,56477,-0.0002398326653,1,1772133134000,USA,0.4081,37.80345,0.2919,0.7081,2026-01-11,E-commerce
hm.com,kimpetras,1165069,,1,1772130522000,,,30.2139,0.7056,0.2944,2026-01-11,Retails
hm.com,032c,458285,0.004292973853,1,1772130522000,DEU,0.3202,32.12115,0.4816,0.5184,2026-01-11,Retails
samsung.com,johnbucog,202071,0.03442383564,1,1772122823000,USA,0.8163,,,,2026-01-11,Smartphone
hm.com,kaizervaghela,136235,0.04060121896,2,1772114987000,USA,0.3929,,,,2026-01-11,Retails
maybelline.com,stylewithbillie,799,0.0165394402,1,1772092753000,,,,,,,Cosmetics
temu.com,stevengoessomewhere,6560,-0.003820420638,2,1772052292000,,,,,,,E-commerce
samsung.com,qfroost,329692,0.009176783167,1,1772045826000,USA,0.6234,,,,2026-01-11,Smartphone
nike.com,qfroost,329692,0.009176783167,1,1772045826000,USA,0.6234,,,,2026-01-11,Sportswear
hm.com,tishweinstock,77409,0.003793921942,1,1772042462000,,,30.9766,0.4707,0.5293,2026-01-11,Retails
temu.com,efi.dhedhes,562498,0.00183525888,1,1772041333000,USA,0.6465,32.73925,0.1996,0.8004,2026-01-11,E-commerce
maybelline.com,chelsweets,1662872,0.004525626587,1,1772040072000,USA,0.8075,36.1828,0.3294,0.6706,2026-01-11,Cosmetics
maybelline.com,facebyjenn,53560,0.09763339249,1,1772005591000,USA,0.4797,,,,2026-01-11,Cosmetics
maybelline.com,ziararae,20691,0.0319423509,1,1772004840000,USA,0.4969,,,,2026-01-11,Cosmetics
maybelline.com,stephaniejmagno,7154,0.003529922885,1,1771978475000,,,,,,,Cosmetics
maybelline.com,_ayakokawai_,207170,0.004634572641,1,1771848471000,JPN,0.8483,29.6393,0.3563,0.6437,2026-01-11,Cosmetics
hm.com,vongai.mapho,191268,0.009188668025,1,1771836059000,,,34.65965,0.424,0.576,2026-01-11,Retails
nyxcosmetics.com,angelaaguilarrr,251781,0.1213074544,1,1771788577000,,,,,,,Cosmetics
temu.com,sirlaith1,14916,,1,1771771893000,USA,0.2931,,,,2026-01-11,E-commerce
shopee.com,cy_0106,15659,0.00006180495181,1,1771764552000,TWN,0.8916,,,,2026-01-11,E-commerce
maybelline.com,a_p_artistry,57762,0.03414197476,3,1771737624000,,,,,,,Cosmetics
hm.com,yuktiichugh,169480,-0.0003833790439,1,1771680721000,USA,0.8163,33.3374,0.2588,0.7412,2026-01-11,Retails
hm.com,merrylinboro,202096,-0.00008139809366,2,1771666844000,USA,0.7819,32.00555,0.4651,0.5349,2026-01-11,Retails
hm.com,rod.anker,99971,-0.001179548181,2,1771662590000,IND,0.7677,,,,2026-01-11,Retails
nike.com,1chloeellis,117397,0.06150196298,2,1771603048000,GBR,0.5107,30.7416,0.3578,0.6422,2026-01-11,Sportswear
temu.com,shirleylooooo,927550,-0.001896961025,1,1771588471000,AUS,0.3828,29.86005,0.1314,0.8686,2026-01-11,E-commerce
hm.com,lizzy__kr,9535,-0.004081322728,1,1771500017000,,,,,,,Retails
lancome.com,addieadessy,32383,-0.0007661180056,1,1771499377000,USA,0.5417,30.10585,0.2267,0.7733,2026-01-11,Skincare
maybelline.com,jasminechaarmakeup,8112,0.01207865621,1,1771485466000,,,,,,,Cosmetics
maybelline.com,ayami_yamichan,94268,0.002193029092,1,1771413719000,JPN,0.792,26.6152,0.3502,0.6498,2026-01-11,Cosmetics
hm.com,houseofmisu,498444,-0.000651913249,1,1771396596000,IND,0.7677,28.6342,0.286,0.714,2026-01-11,Retails
lancome.com,maggymoon,981407,-0.001028076672,1,1771323802000,JPN,0.6398,30.01315,0.2912,0.7088,2026-01-11,Skincare
maybelline.com,valerieyordanova,150204,0.0003286969871,1,1771312171000,GBR,0.4493,37.1788,0.12,0.88,2026-01-11,Cosmetics
maybelline.com,lobblexi,34082,0.02245833006,1,1771309942000,,,,,,,Cosmetics
maybelline.com,amagale,38754,-0.001571557388,2,1771298513000,USA,0.5999,33.58355,0.1509,0.8491,2026-01-11,Cosmetics
temu.com,the_zyzy,170201,-0.004074799349,2,1771265004000,,,,,,,E-commerce
nike.com,erinoutdoors,233236,-0.001200584255,2,1771263570000,USA,0.7015,31.4978,0.146,0.854,2026-01-11,Sportswear
temu.com,ogberger030,40983,-0.003695150115,1,1771176765000,DEU,0.8833,,,,2026-01-11,E-commerce
lancome.com,chloezhaang,74446,-0.004461779097,1,1771173985000,CAN,0.5115,31.71955,0.2013,0.7987,2026-01-11,Skincare
tissot.ch,qmillertime,139377,-0.004011317476,1,1771112746000,,,,,,,Watch
temu.com,nathaliejaber_nawfal,36978,-0.004495894468,3,1771093648000,USA,0.623,32.4869,0.3627,0.6373,2026-01-11,E-commerce
temu.com,homewithsalma,120423,-0.004597835562,4,1771022207000,,,,,,,E-commerce
nike.com,yva_landria,522492,-0.003940452838,3,1770991280000,GBR,0.5241,30.41695,0.4064,0.5936,2026-01-11,Sportswear
nike.com,dayana_madrigalp,293731,-0.003836611423,1,1770947578000,MEX,0.8052,32.82245,0.3567,0.6433,2026-01-11,Sportswear
hm.com,yaaskhalifa,36310,-0.001623800621,2,1770920044000,,,,,,,Retails
nike.com,buuchule,15706,-0.0108447535,2,1770910225000,,,,,,,Sportswear
temu.com,sirinofficial786,447529,-0.003687940757,1,1770900757000,IND,0.6758,28.547,0.472,0.528,2026-01-11,E-commerce
lancome.com,louisenmadsen,184256,-0.004640358696,1,1770836378000,,,34.18255,0.2094,0.7906,2026-01-11,Skincare
nike.com,elisasgn,66820,0.008821715472,1,1770823429000,USA,0.4181,34.5143,0.0928,0.9072,2026-01-11,Sportswear
nike.com,mariahbalsini,6983,0.002361701536,1,1770822625000,,,,,,,Sportswear
maybelline.com,glowy_chronicles,2287,0.005716798593,1,1770798445000,,,,,,,Cosmetics
temu.com,bulldogamesoficial,31628,0.006056085919,1,1770784291000,BRA,0.8811,28.12565,0.8943,0.1057,2026-01-11,E-commerce
nike.com,saintjidz,129251,-0.006115672514,1,1770753647000,,,,,,,Sportswear
temu.com,keys.guzman,1083077,-0.00195646856,1,1770751651000,DOM,0.2562,29.8183,0.2293,0.7707,2026-01-11,E-commerce
nike.com,francis_bourgeois43,2644757,0.0002195955691,1,1770750949000,GBR,0.5951,30.51645,0.317,0.683,2026-01-11,Sportswear
maybelline.com,aphrodite_kourtaki,36017,0.08084506197,1,1770721890000,,,33.14105,0.1086,0.8914,2026-01-11,Cosmetics
maybelline.com,upinthehype,160571,0.001992965837,2,1770653712000,USA,0.4642,,,,2026-01-11,Cosmetics
temu.com,k.alzoubii,353882,-0.004374896254,1,1770643698000,USA,0.2181,27.1733,0.6884,0.3116,2026-01-11,E-commerce
temu.com,apple.sunconure,41520,-0.002069961601,1,1770643077000,USA,0.4797,,,,2026-01-11,E-commerce
maybelline.com,konstantivaa,52381,0.01598496445,1,1770638405000,,,28.30005,0.2072,0.7928,2026-01-11,Cosmetics
hm.com,bontuwithbows,138248,0.00007957348611,1,1770616616000,IND,0.6552,29.4731,0.2492,0.7508,2026-01-11,Retails
samsung.com,iphilgood,310487,-0.00896279864,1,1770591033000,USA,0.8163,,,,2026-01-11,Smartphone
temu.com,alexgallete,1012311,0.002062902694,1,1770398923000,BRA,0.8817,28.7432,0.4459,0.5541,2026-01-11,E-commerce
maybelline.com,sterremarith,47556,-0.0008132968615,1,1770382421000,USA,0.6132,28.6283,0.2299,0.7701,2026-01-11,Cosmetics
maybelline.com,tateviklolita,3565,0.004636869477,1,1770381291000,,,,,,,Cosmetics
clinique.com,zelietimothy,630534,0.008237323367,1,1770321653000,USA,0.8163,30.8521,0.3512,0.6488,2026-01-11,Skincare
nike.com,kianaamn,122394,-0.002949789525,1,1770311816000,USA,0.8163,,,,2026-01-11,Sportswear
maybelline.com,szabokitta,86585,,1,1770288929000,JPN,0.3141,32.27935,0.3245,0.6755,2026-01-11,Cosmetics
temu.com,oiemabi,56878,-0.00001818742873,2,1770242066000,BRA,0.8582,30.8333,0.2433,0.7567,2026-01-11,E-commerce
lancome.com,luciallamas,413132,0.01620738766,1,1770238024000,MEX,0.7828,28.6862,0.3062,0.6938,2026-01-11,Skincare
nike.com,jaashlyn,57513,-0.004489407225,2,1770123673000,USA,0.4639,30.0212,0.1801,0.8199,2026-01-11,Sportswear
temu.com,husmoos,2255,0.04151148355,2,1770121109000,,,,,,,E-commerce
temu.com,tameribrahiem,421590,-0.01423500858,1,1770114501000,ARE,0.2603,30.3651,0.2291,0.7709,2026-01-11,E-commerce
maybelline.com,jasyan_,2743,0.05540592536,2,1770091269000,,,,,,,Cosmetics
samsung.com,calebnatale,381436,0.08369888856,1,1770063622000,USA,0.8163,28.4824,0.3159,0.6841,2026-01-11,Smartphone
hm.com,yashitac,209841,0.01534548312,1,1770035745000,USA,0.5443,31.94995,0.3612,0.6388,2026-01-11,Retails
temu.com,ubatubaeomundo,776951,0.005611777701,2,1769951478000,BRA,0.8476,30.64625,0.7717,0.2283,2026-01-11,E-commerce
temu.com,annie_modiba_,19575,-0.0003459398197,3,1769684972000,,,,,,,E-commerce
samsung.com,dustinpoirier,5973906,-0.0002680272033,1,1769619512000,USA,0.24,31.14,0.92,0.08,2026-01-11,Smartphone
hm.com,_prerna.shetty_,181517,0.00829893958,2,1769618173000,,,,,,,Retails
hm.com,gmakessense,33748,-0.0017442839,2,1769596418000,,,32.75845,0.223,0.777,2026-01-11,Retails
temu.com,lea_and_tea,25158,-0.000893601811,1,1769531079000,DEU,0.479,31.47205,0.4213,0.5787,2026-01-11,E-commerce
lancome.com,lauramcgoldrick13,87973,-0.0006134481466,1,1769491162000,USA,0.4355,30.37385,0.7932,0.2068,2026-01-11,Skincare
temu.com,eliante7,292957,-0.0007103878386,1,1769446273000,USA,0.8151,33.3622,0.2274,0.7726,2026-01-11,E-commerce
hm.com,sonaltamanng,29534,0.06068016989,1,1769433713000,,,,,,,Retails
hm.com,robin_singh_23,217856,-0.008388851485,1,1769433089000,IND,0.7678,33.1801,0.3162,0.6838,2026-01-11,Retails
hm.com,autizmen,177763,-0.02024945298,1,1769430465000,,,,,,,Retails
hm.com,itstherealshai,175191,-0.006381958283,2,1769429714000,IND,0.7469,37.7026,0.4984,0.5016,2026-01-11,Retails
lancome.com,dilansabah,318024,-0.001093813034,1,1769419608000,USA,0.5611,31.17405,0.1186,0.8814,2026-01-11,Skincare
hm.com,thevixenscrew,1005878,0.00395241926,2,1769332966000,IND,0.7772,31.1906,0.3713,0.6287,2026-01-11,Retails
hm.com,vishnupriyaaa,360568,0.01172971138,1,1769332743000,IND,0.7856,30.63835,0.3731,0.6269,2026-01-11,Retails
temu.com,10eegaming,127112,-0.003936606919,1,1769306780000,USA,0.786,34.67495,0.2878,0.7122,2026-01-11,E-commerce
temu.com,maariyanisa,48139,0.02423321585,1,1769267772000,GBR,0.5339,,,,2026-01-11,E-commerce
maybelline.com,cathyyzhangg,2003,0.01074726026,1,1769236573000,,,,,,,Cosmetics
gucci.com,jake.fleming,339591,-0.002065860697,1,1769192043000,USA,0.8253,32.9591,0.2517,0.7483,2026-01-11,Retails
maybelline.com,kylieachapman,2531,,3,1769134546000,,,,,,,Cosmetics
nike.com,samevanslife,131836,-0.0007919140091,1,1769028610000,USA,0.2725,29.64885,0.5983,0.4017,2026-01-11,Sportswear
maybelline.com,garifalia.kalifoni,324589,0.002226157123,1,1769011267000,USA,0.4818,29.7408,0.1929,0.8071,2026-01-11,Cosmetics
temu.com,hassan_.bh1,239624,-0.0008845846384,1,1768998482000,USA,0.64,31.91045,0.6484,0.3516,2026-01-11,E-commerce
maybelline.com,nadinebishayy,9411,0.002267581487,1,1768981973000,,,,,,,Cosmetics
samsung.com,itstregreen,40265,0.007895826861,1,1768942882000,,,,,,,Smartphone
temu.com,aptoo06,109113,0.0003850702753,3,1768941614000,,,,,,,E-commerce
maybelline.com,mihaeladragicevic,4711,0.001440092166,13,1768934733000,,,,,,,Cosmetics
temu.com,dimaalabdalla,300457,0.02726663521,2,1768928700000,ESP,0.2409,,,,2026-01-11,E-commerce
temu.com,geyselauany,438031,0.02034488944,1,1768846763000,BRA,0.8823,,,,2026-01-11,E-commerce
temu.com,layankayyal1,413244,-0.002721442621,1,1768830324000,USA,0.2637,30.1984,0.323,0.677,2026-01-11,E-commerce
maybelline.com,kristenzinghini,4266,0.08919280511,1,1768803838000,,,,,,,Cosmetics
temu.com,mostrandocomosefaz,747155,0.008329602521,3,1768739816000,BRA,0.8724,30.9178,0.1062,0.8938,2026-01-11,E-commerce
temu.com,biola.adekoya,15642,-0.0008036183431,1,1768672534000,,,,,,,E-commerce
temu.com,mafersantucci,468503,,2,1768607896000,BRA,0.8506,30.94995,0.1622,0.8378,2026-01-11,E-commerce
maybelline.com,arimcclure,122486,0.0005138270869,1,1768590589000,USA,0.8163,,,,2026-01-11,Cosmetics
adidas.com,trinity_rodman,740382,,1,1768506721000,USA,0.8161,30.2148,0.2821,0.7179,2026-01-11,Sportswear
maybelline.com,mitan.m,335257,0.004554926627,1,1768474051000,JPN,0.8289,26.1145,0.2188,0.7812,2026-01-11,Cosmetics
temu.com,schaney_nia,38374,0.007877323811,1,1768038074000,,,31.25025,0.2887,0.7113,2026-01-11,E-commerce
hm.com,pinky_ndlela,23947,0.01221574098,1,1767786030000,,,,,,,Retails
adidas.com,pinky_ndlela,23947,0.01221574098,1,1767786030000,,,,,,,Sportswear
temu.com,rukiyeekomurcu,59026,-0.03179992322,3,1767711299000,USA,0.8163,,,,2026-01-11,E-commerce
hm.com,bhuvan_shettyy,154567,,1,1767414600000,,,,,,,Retails
hm.com,weareoutstation,115534,,1,1767414600000,,,,,,,Retails
hm.com,mary.ann.alexander,376253,0.01886134434,1,1767414597000,GBR,0.5339,,,,2026-01-11,Retails
temu.com,marys_newhome_inspo,112071,-0.003565331816,2,1767132210000,,,,,,,E-commerce
samsung.com,masonwattss,45244,-0.00260000517,2,1767033085000,,,27.48555,0.8469,0.1531,2026-01-11,Smartphone
hm.com,_latingirl,38930,0.006497772129,2,1766689678000,CHL,0.276,31.1071,0.2263,0.7737,2026-01-11,Retails
samsung.com,calebrownnnnn,3230184,0.001135909577,2,1766610103000,USA,0.8167,30.4724,0.111,0.889,2026-01-11,Smartphone
tissot.ch,antsimons,225086,-0.007232648257,1,1766532638000,USA,0.8163,31.9706,0.1181,0.8819,2026-01-11,Watch
samsung.com,iamtraeh,145916,,2,1766505859000,USA,0.7878,31.54415,0.1693,0.8307,2026-01-11,Smartphone
samsung.com,monicaroams,149692,-0.003715916768,1,1766504911000,USA,0.7544,31.61485,0.4477,0.5523,2026-01-11,Smartphone
lancome.com,efvaattling,70964,-0.0002914692772,8,1766497052000,,,,,,,Skincare
samsung.com,victoriajameson,130821,-0.001985830961,2,1766451452000,USA,0.7628,34.40975,0.1834,0.8166,2026-01-11,Smartphone
temu.com,fatimaramiirez,25670,-0.00461490552,3,1766415651000,ESP,0.681,,,,2026-01-11,E-commerce
temu.com,lifestylewithmeloniegraves,98556,-0.00121610118,1,1766191292000,USA,0.7884,34.67525,0.2032,0.7968,2026-01-11,E-commerce
samsung.com,brandonarmstrong,318641,0.002808299351,1,1766185918000,,,32.10475,0.2056,0.7944,2026-01-11,Smartphone
samsung.com,ileexi,148875,0.009130470148,1,1766177182000,USA,0.8142,31.9442,0.2461,0.7539,2026-01-11,Smartphone
adidas.com,__________whitney_________,7100,0.03695048927,1,1766160923000,,,,,,,Sportswear
